sl_no,date,source_of_leads,department,alloted_person,contact_no,customer_name,customer_business_name,business_type,latitude,longitude,city,work_requirement,year,month,phone_valid,is_duplicate_lead,stage_clean_norm,final_lead_stage,Revenue
271,2024-08-15,JustDial,Renovation,Vijay R,9312099975,Meera Warrier,Divya Group,Architect Referral,10.55604054732128,76.26252575773913,Thrissur,Modern Kitchen,2024,8,True,False,Won,Quotation Sent,0
272,2024-08-17,Google Ads,Commercial,Priya M,9188136247,Thomas Abraham,Suma LLP,Small Business,8.903056299321776,76.6022616499109,Kollam,Bathroom Renovation,2024,8,True,False,Follow-up,Won,398249
273,2024-08-19,Google Ads,Renovation,Ajith P,9656966971,Babu Nair,Meera Developers,Architect Referral,8.884614106821568,76.64162345388989,Kollam,Pooja Room,2024,8,False,False,Quotation Sent,Follow-up,444895
274,2024-08-22,Facebook,Residential,Rahul S,9429073289,Shyamala Kurup,Gopal LLP,Builder,9.543894585992614,76.32305910828111,Alappuzha,Commercial Space,2024,8,True,False,Follow-up,Lost,0
275,2024-08-24,Walk-in,Commercial,Sneha B,9127758630,Sabu Kumar,,Builder,8.528211382487886,76.94936688771588,Thiruvananthapuram,Bedroom Design,2024,8,True,False,Design Phase,Won,54576
276,2024-08-26,Google Ads,Residential,Rahul S,9596479771,Babu Das,,Architect Referral,11.269308951854054,75.74960160847401,Kozhikode,False Ceiling,2024,8,True,False,Negotiation,Negotiation,0
277,2024-08-28,Referral,Residential,Rahul S,9552344880,Anoop Nair,Lakshmi Constructions,Small Business,11.230848763941475,75.7450021019297,Kozhikode,Full Home Interior,2024,8,False,False,Won,Quotation Sent,0
278,2024-08-30,YouTube,Residential,Sneha B,9545373859,Babu Varma,Nisha Properties,Small Business,8.536665078942729,76.98040641395681,Thiruvananthapuram,Office Cabin,2024,8,False,False,Design Phase,Won,1522077
279,2024-09-02,WhatsApp,Modular Kitchen,Vijay R,9847299452,Sabu Nair,Arun Constructions,Small Business,10.793860764948294,76.69656472779043,Palakkad,Bedroom Design,2024,9,True,False,Lost,Site Visit,0
280,2024-09-04,Referral,Office Interiors,Arun K,9325395724,Thankam Kumar,Thomas Homes,Individual,9.466583839794703,76.3775468940213,Alappuzha,Traditional Living Room,2024,9,True,False,Lost,Quotation Sent,289309
281,2024-09-06,Google Ads,Modular Kitchen,Sneha B,9368713951,Rekha Menon,Priya Homes,Architect Referral,10.742658709735315,76.66734334501665,Palakkad,Modern Kitchen,2024,9,True,False,Follow-up,Quotation Sent,0
282,2024-09-08,WhatsApp,Residential,Meera T,9830640153,Meera Varma,,Small Business,10.797135931971477,76.68562682112162,Palakkad,False Ceiling,2024,9,True,False,Lost,Won,1649826
283,2024-09-10,Referral,Office Interiors,Anjali D,9353504597,Sabu Iyer,,Builder,10.813069226935031,76.61170369369113,Palakkad,Modern Kitchen,2024,9,True,True,Won,Quotation Sent,457150
284,2024-09-13,Google Ads,Modular Kitchen,Ajith P,9736677635,Arun Das,,Corporate,8.526440137092202,76.92007890418907,Thiruvananthapuram,Modern Kitchen,2024,9,True,False,Won,Lost,0
285,2024-09-15,Google Ads,Commercial,Suresh L,9731024862,Rajan Abraham,Smitha Constructions,Corporate,10.759377262531965,76.63617031247571,Palakkad,Bedroom Design,2024,9,True,False,Lost,Follow-up,309907
286,2024-09-17,JustDial,Modular Kitchen,Vijay R,9215119441,Lakshmi George,Meera Group,Small Business,8.909852197669304,76.62766453219525,Kollam,Pooja Room,2024,9,True,False,Quotation Sent,Won,1208866
287,2024-09-19,Website,Residential,Anjali D,9497907903,Suma Warrier,Babu Group,Corporate,9.88921057266096,76.25289577734706,Kochi,Pooja Room,2024,9,True,False,Follow-up,Won,1031598
288,2024-09-21,WhatsApp,Residential,Sneha B,9428478885,Suma Abraham,Priya Properties,Corporate,11.868683370480195,75.33525067816437,Kannur,Full Home Interior,2024,9,True,False,Design Phase,Site Visit,0
289,2024-09-23,JustDial,Renovation,Meera T,9592456318,Babu Panicker,Nisha Properties,Individual,11.225136675839844,75.79004670754135,Kozhikode,Commercial Space,2024,9,True,False,Lost,Lost,0
290,2024-09-26,Referral,Residential,Suresh L,9765399166,Suresh Abraham,Babu Constructions,Builder,11.227245905105988,75.8118383920669,Kozhikode,Modern Kitchen,2024,9,True,False,Lost,Won,1009540
291,2024-09-28,Referral,Commercial,Ajith P,9191766135,Lakshmi Thomas,Asif Constructions,Builder,11.84472939491582,75.358612349446,Kannur,Modular Wardrobe,2024,9,False,False,Won,Won,2271132
292,2024-09-30,Instagram,Office Interiors,Ajith P,9455352022,Rajan Menon,,Individual,8.512770705704398,76.89982687150984,Thiruvananthapuram,Pooja Room,2024,9,False,False,Won,Negotiation,0
293,2024-10-02,Facebook,Modular Kitchen,Vijay R,9523410453,Sabu Krishnan,Lakshmi LLP,Individual,10.48271502056204,76.18406881973128,Thrissur,Bathroom Renovation,2024,10,True,False,Lost,Won,791165
294,2024-10-04,Instagram,Residential,Sneha B,9440652062,Abdul Kumar,,Corporate,8.51387934409291,76.91034833051694,Thiruvananthapuram,False Ceiling,2024,10,True,False,Site Visit,Site Visit,41541
295,2024-10-07,Walk-in,Residential,Anjali D,9325140086,Lakshmi Patel,Rajan Interiors,Architect Referral,11.25997074471147,75.76038975929946,Kozhikode,Modular Wardrobe,2024,10,True,False,Quotation Sent,Won,525759
296,2024-10-09,Referral,Residential,Arun K,9987664650,Sabu Varma,,Corporate,11.257129428496633,75.79467950705063,Kozhikode,Bedroom Design,2024,10,True,False,Design Phase,Won,179188
297,2024-10-11,JustDial,Modular Kitchen,Anjali D,9372336859,Shyamala Patel,Mohammed Group,Individual,11.862778410040303,75.38049454845378,Kannur,Bedroom Design,2024,10,True,False,Won,Lost,0
298,2024-10-13,Instagram,Commercial,Anjali D,9603450925,Thankam Iyer,,Builder,10.820614660807076,76.6744079861567,Palakkad,Full Home Interior,2024,10,True,False,Quotation Sent,Follow-up,0
299,2024-10-15,Referral,Residential,Ajith P,9331090271,Deepa Das,,Corporate,8.488632669242051,76.92285019845315,Thiruvananthapuram,Full Home Interior,2024,10,True,False,Lost,Lost,0
300,2024-10-18,Website,Renovation,Arun K,9769932733,Anjali Panicker,Lakshmi Homes,Architect Referral,9.592169674378138,76.554599765188,Kottayam,Commercial Space,2024,10,True,False,Won,Lost,0
301,2024-10-20,Referral,Commercial,Arun K,9689048260,Manoj Abraham,Smitha Associates,Corporate,11.830704141695655,75.34080876611559,Kannur,Bathroom Renovation,2024,10,True,False,Quotation Sent,Design Phase,301909
302,2024-10-22,Website,Residential,Vijay R,9446599909,Divya Joseph,,Small Business,8.850315567887792,76.6110040747518,Kollam,False Ceiling,2024,10,True,True,Negotiation,Negotiation,0
303,2024-10-24,Facebook,Commercial,Suresh L,9231237129,Asif Thomas,Deepa Enterprises,Corporate,11.266186584967711,75.81049387215414,Kozhikode,Bathroom Renovation,2024,10,True,False,Won,Won,594444
304,2024-10-26,Referral,Modular Kitchen,Divya N,9123659943,Divya George,Mohammed Enterprises,Individual,11.881101842488782,75.33841586477327,Kannur,Traditional Living Room,2024,10,True,False,Lost,Lost,0
305,2024-10-29,Google Ads,Residential,Rahul S,9330313087,Deepa Sharma,,Builder,8.561903351284446,76.89758631137407,Thiruvananthapuram,Full Home Interior,2024,10,True,False,Lost,Quotation Sent,0
306,2024-10-31,Instagram,Residential,Rahul S,9718813677,Anoop Nair,Rekha Enterprises,Builder,11.264587367566008,75.8187683967688,Kozhikode,Commercial Space,2024,10,True,False,Site Visit,Lost,0
307,2024-11-02,Referral,Office Interiors,Ajith P,9364955799,Thomas Panicker,,Individual,10.573579102040485,76.19869296627591,Thrissur,Office Cabin,2024,11,True,False,Follow-up,Won,1542273
308,2024-11-04,Website,Commercial,Divya N,9632569442,Smitha Patel,Anjali Homes,Small Business,11.829369484839992,75.38878701249091,Kannur,Modern Kitchen,2024,11,True,False,Design Phase,Site Visit,0
309,2024-11-06,IndiaMART,Commercial,Suresh L,9113490091,Kavitha Thomas,Manoj Interiors,Individual,9.457900768478074,76.2913348604264,Alappuzha,Modern Kitchen,2024,11,True,False,Won,Negotiation,187408
310,2024-11-09,Referral,Commercial,Divya N,9201534831,Lakshmi Khan,,Corporate,11.213206586157039,75.79940468884095,Kozhikode,Office Cabin,2024,11,True,False,Lost,Follow-up,83631
311,2024-11-11,Walk-in,Residential,Vijay R,9848369723,Lakshmi Varma,Lakshmi Associates,Individual,8.492627685033355,76.9182101311547,Thiruvananthapuram,Pooja Room,2024,11,True,False,Follow-up,Won,359799
312,2024-11-13,Referral,Residential,Anjali D,9638613078,Suma Varma,,Individual,9.935327011094168,76.22287408535875,Kochi,Bathroom Renovation,2024,11,True,False,Follow-up,Won,477557
313,2024-11-15,Website,Commercial,Ajith P,9453356944,Deepa Iyer,Anoop Constructions,Small Business,9.606157218142743,76.5331812761548,Kottayam,Office Cabin,2024,11,True,False,Lost,Negotiation,0
314,2024-11-17,Google Ads,Residential,Arun K,9923544896,Gopal Namboothiri,Thankam Group,Corporate,11.005558515794867,76.04518038160732,Malappuram,Commercial Space,2024,11,True,False,Site Visit,Won,2215456
315,2024-11-20,Facebook,Residential,Ajith P,9342508766,Rekha Krishnan,Kavitha Homes,Architect Referral,10.83129708898456,76.64348072420518,Palakkad,False Ceiling,2024,11,True,False,Quotation Sent,Follow-up,0
316,2024-11-22,Instagram,Office Interiors,Rahul S,9725810921,Babu Joseph,,Architect Referral,11.085216537665039,76.02915808122866,Malappuram,Office Cabin,2024,11,True,False,Design Phase,Follow-up,130938
317,2024-11-24,Referral,Renovation,Suresh L,9410874936,Deepa Namboothiri,Mohammed Constructions,Builder,8.50376124821571,76.90131632510949,Thiruvananthapuram,Commercial Space,2024,11,True,False,Site Visit,Lost,0
318,2024-11-26,Google Ads,Office Interiors,Divya N,9344721769,Rekha Patel,Deepa Enterprises,Individual,8.850918753022647,76.59389772354957,Kollam,Full Home Interior,2024,11,False,False,Quotation Sent,Design Phase,494103
319,2024-11-28,Google Ads,Office Interiors,Suresh L,9237091252,Manoj Nair,Deepa Developers,Builder,8.860188707321907,76.57307595005601,Kollam,Modular Wardrobe,2024,11,True,False,Follow-up,Quotation Sent,0
320,2024-12-01,Facebook,Residential,Vijay R,9824162743,Sreelatha Varma,Anoop Associates,Small Business,9.893894441375497,76.30838262646864,Kochi,Bedroom Design,2024,12,True,False,Quotation Sent,Site Visit,0
321,2024-12-03,YouTube,Renovation,Ajith P,9588808673,Santhosh Joseph,,Architect Referral,10.749028377929895,76.60540470431839,Palakkad,Bedroom Design,2024,12,True,False,Lost,Won,2497193
322,2024-12-05,Facebook,Residential,Sneha B,9995206152,Lakshmi Nair,,Individual,9.499956168866575,76.33718602188644,Alappuzha,Traditional Living Room,2024,12,False,False,Lost,Won,310933
323,2024-12-07,Referral,Renovation,Ajith P,9919161877,Rekha Krishnan,Arun Associates,Small Business,9.90578474424934,76.22962474581325,Kochi,Bathroom Renovation,2024,12,True,False,Lost,Follow-up,0
324,2024-12-09,Google Ads,Renovation,Arun K,9516879704,Deepa Abraham,Anjali Interiors,Small Business,11.036813971652915,76.0518679089478,Malappuram,False Ceiling,2024,12,True,False,Follow-up,Won,1834210
325,2024-12-11,Referral,Modular Kitchen,Ajith P,9419062703,Santhosh Abraham,Sreelatha Interiors,Individual,9.980150533338433,76.30990595598183,Kochi,Modular Wardrobe,2024,12,True,False,Lost,Design Phase,489771
326,2024-12-14,Facebook,Renovation,Meera T,9302883601,Vijay Namboothiri,,Small Business,11.069431424892535,76.0372694553274,Malappuram,Modular Wardrobe,2024,12,True,False,Design Phase,Won,1794919
327,2024-12-16,Facebook,Modular Kitchen,Vijay R,9818171506,Meera Warrier,,Individual,11.303698066704701,75.82698323197184,Kozhikode,Full Home Interior,2024,12,False,False,Lost,Follow-up,0
328,2024-12-18,Referral,Residential,Priya M,9216175783,Anoop Namboothiri,Santhosh Builders,Individual,8.857455655503312,76.58467943769894,Kollam,Office Cabin,2024,12,False,False,Won,Lost,0
329,2024-12-20,Google Ads,Commercial,Vijay R,9805240976,Mohammed Warrier,Vijay Homes,Corporate,11.247013947483257,75.80455661084669,Kozhikode,Bathroom Renovation,2024,12,True,False,Follow-up,Negotiation,207687
330,2024-12-22,Google Ads,Modular Kitchen,Divya N,9581908110,Anoop Patel,,Builder,9.597073180328236,76.52686772648973,Kottayam,Modern Kitchen,2024,12,True,False,Won,Won,881710
331,2024-12-25,Facebook,Residential,Priya M,9955754857,Anjali Menon,Manoj LLP,Small Business,10.744375806188874,76.69324787275967,Palakkad,Modular Wardrobe,2024,12,True,False,Won,Lost,0
332,2024-12-27,Google Ads,Modular Kitchen,Divya N,9374343182,Rajesh Sharma,Manoj Enterprises,Small Business,9.448518744362797,76.34419932555032,Alappuzha,Commercial Space,2024,12,True,False,Won,Won,1982919
333,2024-12-29,Google Ads,Renovation,Divya N,9293107918,Sabu Menon,Asif Enterprises,Corporate,11.068043433379692,76.07455592191563,Malappuram,Modern Kitchen,2024,12,True,False,Follow-up,Quotation Sent,493506
334,2024-12-31,Facebook,Residential,Arun K,9263306302,Sabu Hassan,Shyamala LLP,Corporate,9.512281951680144,76.30834580003685,Alappuzha,Traditional Living Room,2024,12,True,False,Lost,Won,1916161
335,2025-01-02,WhatsApp,Office Interiors,Arun K,9642696950,Asif Thomas,Gopal LLP,Corporate,11.042078880999961,76.03772293620517,Malappuram,Office Cabin,2025,1,True,False,Site Visit,Quotation Sent,290488
336,2025-01-05,Referral,Renovation,Anjali D,9487011238,Sabu Krishnan,Rajan Properties,Architect Referral,8.523064407603204,76.97824891511155,Thiruvananthapuram,Office Cabin,2025,1,True,False,Site Visit,Quotation Sent,47656
337,2025-01-07,Referral,Renovation,Rahul S,9368672524,Rekha Kurup,Meera Enterprises,Architect Referral,9.92274430005921,76.250083819885,Kochi,False Ceiling,2025,1,False,False,Lost,Lost,0
338,2025-01-09,Facebook,Renovation,Anjali D,9165113119,Shyamala Das,,Architect Referral,9.544000504484488,76.50940822549629,Kottayam,Modular Wardrobe,2025,1,True,False,Lost,Site Visit,0
339,2025-01-11,IndiaMART,Commercial,Anjali D,9699230856,Santhosh Nair,,Individual,8.876737160621747,76.64008236584283,Kollam,Full Home Interior,2025,1,True,False,Lost,Won,2287225
340,2025-01-13,Instagram,Renovation,Rahul S,9917844263,Gopal Patel,Thomas Associates,Small Business,11.01870822553973,76.05498234824228,Malappuram,Pooja Room,2025,1,True,False,Site Visit,Design Phase,88784
341,2025-01-16,Google Ads,Office Interiors,Sneha B,9621697939,Rekha Sharma,,Builder,9.457942418910138,76.38400624466391,Alappuzha,Pooja Room,2025,1,False,False,Won,Follow-up,353288
342,2025-01-18,Referral,Residential,Priya M,9167960025,Santhosh Hassan,,Individual,9.637272043388935,76.54599277689988,Kottayam,Bedroom Design,2025,1,True,False,Won,Lost,0
343,2025-01-20,Google Ads,Commercial,Suresh L,9938233818,Rajesh Hassan,,Small Business,10.537535972504216,76.22414292425734,Thrissur,Commercial Space,2025,1,True,False,Site Visit,Lost,0
344,2025-01-22,Facebook,Modular Kitchen,Anjali D,9197754068,Shyamala Namboothiri,Nisha LLP,Small Business,10.55046562842366,76.25248951605447,Thrissur,Modern Kitchen,2025,1,True,False,Follow-up,Won,1159736
345,2025-01-24,Referral,Residential,Ajith P,9770251208,Gopal Warrier,Anoop Enterprises,Corporate,11.240336374326613,75.73536059083494,Kozhikode,Traditional Living Room,2025,1,True,False,Won,Design Phase,166926
346,2025-01-27,JustDial,Modular Kitchen,Ajith P,9355889227,Rekha Panicker,,Corporate,8.882514712949401,76.58980626921891,Kollam,Bedroom Design,2025,1,True,False,Won,Won,633072
347,2025-01-29,Referral,Modular Kitchen,Divya N,9903327013,Gopal Kurup,Arun Enterprises,Individual,8.497792399389674,76.93310363342209,Thiruvananthapuram,Office Cabin,2025,1,True,False,Design Phase,Negotiation,0
348,2025-01-31,Website,Residential,Rahul S,9478946770,Arun George,Shyamala Properties,Corporate,9.457796567096544,76.31149785394716,Alappuzha,Modern Kitchen,2025,1,False,False,Quotation Sent,Lost,0
349,2025-02-02,YouTube,Modular Kitchen,Divya N,9778959547,Thankam Krishnan,Anjali Group,Small Business,9.899103163744158,76.29169051873022,Kochi,Bathroom Renovation,2025,2,True,True,Negotiation,Design Phase,36797
350,2025-02-04,Google Ads,Office Interiors,Meera T,9578475590,Sabu Krishnan,Priya Developers,Corporate,9.960951404529649,76.30922080310538,Kochi,Modular Wardrobe,2025,2,True,False,Follow-up,Won,1961128
351,2025-02-07,Facebook,Commercial,Meera T,9602561528,Thankam Hassan,Lakshmi Group,Architect Referral,9.51585458051838,76.3311770119931,Alappuzha,Traditional Living Room,2025,2,True,False,Follow-up,Follow-up,24780
352,2025-02-09,Instagram,Residential,Suresh L,9571564514,Rajan Khan,,Corporate,10.791392887598548,76.63901326001118,Palakkad,Bathroom Renovation,2025,2,True,False,Design Phase,Follow-up,424789
353,2025-02-11,Instagram,Residential,Arun K,9313536815,Deepa Krishnan,,Small Business,8.521608987286678,76.98275507321375,Thiruvananthapuram,Full Home Interior,2025,2,True,False,Design Phase,Negotiation,139651
354,2025-02-13,Instagram,Commercial,Arun K,9773471505,Nisha Nair,Smitha Interiors,Individual,9.633843428365612,76.51668524328275,Kottayam,Modular Wardrobe,2025,2,True,False,Won,Won,2475358
355,2025-02-15,JustDial,Renovation,Rahul S,9629279887,Sreelatha Krishnan,Smitha Enterprises,Builder,11.008273494777868,76.07000484004493,Malappuram,Modern Kitchen,2025,2,True,False,Site Visit,Won,149596
356,2025-02-18,Website,Residential,Rahul S,9436008630,Thomas Sharma,,Corporate,10.764760081323791,76.63996498723418,Palakkad,Modular Wardrobe,2025,2,True,False,Won,Won,1901579
357,2025-02-20,Referral,Modular Kitchen,Anjali D,9952682534,Priya Hassan,,Small Business,11.035993785357071,76.11205484730121,Malappuram,Bedroom Design,2025,2,True,False,Won,Site Visit,0
358,2025-02-22,Facebook,Residential,Meera T,9976129987,Nisha Das,Manoj Properties,Builder,11.07924258122128,76.07799554832819,Malappuram,False Ceiling,2025,2,True,False,Negotiation,Won,2155777
359,2025-02-24,WhatsApp,Residential,Anjali D,9813588922,Abdul Kumar,Suresh Properties,Builder,10.835951462016197,76.68101745871816,Palakkad,Bedroom Design,2025,2,True,True,Lost,Follow-up,311343
360,2025-02-26,IndiaMART,Office Interiors,Arun K,9153459288,Arun Panicker,,Architect Referral,11.232867051475717,75.81158067183509,Kozhikode,Full Home Interior,2025,2,False,True,Design Phase,Won,459142
361,2025-02-28,WhatsApp,Modular Kitchen,Priya M,9159488479,Babu Kurup,,Builder,10.565030733413707,76.19858490419172,Thrissur,Commercial Space,2025,2,True,False,Won,Quotation Sent,0
362,2025-03-03,Google Ads,Residential,Priya M,9641174589,Mohammed Iyer,Nisha Developers,Small Business,11.084062276043179,76.06446943313203,Malappuram,Bathroom Renovation,2025,3,True,False,Follow-up,Design Phase,0
363,2025-03-05,Website,Commercial,Rahul S,9758409959,Meera Krishnan,,Small Business,10.759165739764176,76.68964717744062,Palakkad,Bedroom Design,2025,3,True,False,Quotation Sent,Follow-up,30566
364,2025-03-07,Google Ads,Residential,Divya N,9943614092,Sreelatha Menon,Vijay Properties,Corporate,10.776633258019922,76.64112553516757,Palakkad,False Ceiling,2025,3,True,False,Quotation Sent,Lost,0
365,2025-03-09,Facebook,Commercial,Arun K,9700796012,Smitha Nair,,Corporate,11.86546728692925,75.39979351334519,Kannur,Commercial Space,2025,3,True,False,Won,Won,1131781
366,2025-03-11,Google Ads,Modular Kitchen,Priya M,9965198928,Manoj Sharma,Sreelatha Properties,Corporate,11.306622066852656,75.82449923225744,Kozhikode,Bedroom Design,2025,3,True,False,Lost,Won,2176869
367,2025-03-14,Referral,Residential,Arun K,9391440624,Rajesh Panicker,,Builder,8.86128919013789,76.6264210373068,Kollam,Office Cabin,2025,3,True,False,Negotiation,Won,992639
368,2025-03-16,Website,Residential,Vijay R,9853730788,Arun Pillai,Arun Interiors,Builder,11.904415797110477,75.39456272874519,Kannur,False Ceiling,2025,3,True,False,Won,Negotiation,169236
369,2025-03-18,Google Ads,Commercial,Ajith P,9143586949,Suma Panicker,Deepa Homes,Architect Referral,11.85791927141731,75.40090973120412,Kannur,Bathroom Renovation,2025,3,True,False,Design Phase,Follow-up,0
370,2025-03-20,Instagram,Renovation,Meera T,9390886610,Rekha Abraham,,Corporate,9.521187034577617,76.37330396488967,Alappuzha,Traditional Living Room,2025,3,True,False,Quotation Sent,Design Phase,0
371,2025-03-22,Instagram,Renovation,Anjali D,9440653048,Suresh Pillai,,Individual,10.519601100429567,76.20390533378568,Thrissur,Pooja Room,2025,3,True,False,Won,Lost,0
372,2025-03-25,Instagram,Residential,Arun K,9155392443,Abdul Nair,,Architect Referral,10.794535976311654,76.6099263459176,Palakkad,Commercial Space,2025,3,True,False,Won,Negotiation,0
373,2025-03-27,Google Ads,Office Interiors,Ajith P,9613704205,Smitha Abraham,Anjali Constructions,Individual,10.560861177332614,76.20458762712367,Thrissur,Office Cabin,2025,3,True,False,Won,Follow-up,0
374,2025-03-29,Instagram,Commercial,Vijay R,9721676126,Deepa Menon,Suresh Interiors,Builder,8.554516556498388,76.9539756229784,Thiruvananthapuram,Traditional Living Room,2025,3,True,False,Quotation Sent,Follow-up,0
375,2025-03-31,Walk-in,Commercial,Anjali D,9756167221,Mohammed Joseph,Babu Properties,Architect Referral,9.53474231835397,76.33383503857809,Alappuzha,Modern Kitchen,2025,3,True,False,Won,Won,152537
376,2025-04-02,Google Ads,Office Interiors,Arun K,9326182694,Suma Joseph,Smitha Enterprises,Architect Referral,8.849161732534466,76.63899631508603,Kollam,False Ceiling,2025,4,True,False,Lost,Lost,0
377,2025-04-05,Google Ads,Renovation,Rahul S,9883070279,Asif Khan,Suresh Enterprises,Small Business,10.546805055303974,76.20009824294686,Thrissur,Office Cabin,2025,4,True,False,Lost,Follow-up,256337
378,2025-04-07,Instagram,Renovation,Ajith P,9624730136,Lakshmi Warrier,Manoj Builders,Builder,9.895198737672176,76.28077441411041,Kochi,Modular Wardrobe,2025,4,True,False,Follow-up,Negotiation,280151
379,2025-04-09,IndiaMART,Modular Kitchen,Anjali D,9794355615,Suresh Joseph,,Builder,11.042581856801842,76.0397419804854,Malappuram,Modern Kitchen,2025,4,True,False,Won,Design Phase,241704
380,2025-04-11,Website,Commercial,Arun K,9226340282,Manoj Khan,Anjali Associates,Architect Referral,8.52895884150547,76.9615369436645,Thiruvananthapuram,Modern Kitchen,2025,4,True,True,Won,Lost,0
381,2025-04-13,Website,Office Interiors,Ajith P,9706550501,Nisha Kurup,Divya Developers,Builder,11.249073948474685,75.7849695968813,Kozhikode,Commercial Space,2025,4,False,False,Design Phase,Won,1402507
382,2025-04-16,Instagram,Residential,Vijay R,9665447870,Meera Kurup,Arun Associates,Architect Referral,8.895161167580302,76.58450643885466,Kollam,False Ceiling,2025,4,True,True,Quotation Sent,Follow-up,321726
383,2025-04-18,Referral,Modular Kitchen,Arun K,9404416165,Arun Krishnan,Rajan Associates,Small Business,8.573752630879863,76.91579111734978,Thiruvananthapuram,Office Cabin,2025,4,True,False,Site Visit,Follow-up,238870
384,2025-04-20,Google Ads,Commercial,Arun K,9549697911,Fathima Krishnan,,Architect Referral,11.014521731371286,76.09596087085818,Malappuram,Full Home Interior,2025,4,True,False,Won,Won,842214
385,2025-04-22,Website,Modular Kitchen,Arun K,9895730139,Lakshmi Sharma,,Builder,9.515645604533644,76.33706012356616,Alappuzha,Office Cabin,2025,4,True,False,Lost,Site Visit,76770
386,2025-04-24,JustDial,Residential,Suresh L,9809967924,Priya Nair,,Builder,11.040600096638562,76.04270314403931,Malappuram,Bedroom Design,2025,4,True,False,Negotiation,Design Phase,0
387,2025-04-27,Referral,Residential,Rahul S,9223021021,Thomas Varma,Gopal Associates,Architect Referral,11.837800979890732,75.41712711903703,Kannur,Modern Kitchen,2025,4,True,False,Lost,Design Phase,0
388,2025-04-29,JustDial,Renovation,Vijay R,9547796674,Shyamala Patel,Manoj Associates,Architect Referral,11.01687367633743,76.09261250198169,Malappuram,Bathroom Renovation,2025,4,True,False,Quotation Sent,Won,1640016
389,2025-05-01,Walk-in,Residential,Anjali D,9885282284,Meera Menon,Lakshmi Builders,Architect Referral,11.919427310624561,75.41611348325398,Kannur,Modern Kitchen,2025,5,True,False,Negotiation,Quotation Sent,0
390,2025-05-03,Google Ads,Commercial,Suresh L,9772406261,Mohammed Thomas,,Corporate,9.536060149671178,76.33151050453604,Alappuzha,Modern Kitchen,2025,5,True,True,Won,Negotiation,0
391,2025-05-05,JustDial,Residential,Divya N,9425176033,Shyamala Varma,Deepa Properties,Builder,9.632304196041503,76.51971003406916,Kottayam,Pooja Room,2025,5,True,False,Quotation Sent,Lost,0
392,2025-05-08,Google Ads,Residential,Suresh L,9757949391,Suresh Das,Shyamala Enterprises,Builder,11.923653277582739,75.4101955216185,Kannur,Modular Wardrobe,2025,5,True,False,Design Phase,Follow-up,243731
393,2025-05-10,Referral,Residential,Meera T,9253362837,Thankam Namboothiri,Meera Homes,Corporate,11.229631539000852,75.78290493402454,Kozhikode,Full Home Interior,2025,5,True,False,Won,Quotation Sent,0
394,2025-05-12,Google Ads,Residential,Meera T,9546036575,Priya Thomas,Gopal Developers,Architect Referral,11.036543933736406,76.09182789119056,Malappuram,Traditional Living Room,2025,5,True,False,Follow-up,Follow-up,0
395,2025-05-14,Google Ads,Office Interiors,Arun K,9860740860,Mohammed Warrier,,Small Business,11.067921902992486,76.04631728774956,Malappuram,Traditional Living Room,2025,5,True,False,Lost,Lost,0
396,2025-05-16,Instagram,Residential,Suresh L,9429054629,Divya Thomas,Smitha Homes,Architect Referral,11.257180253986066,75.77507264687027,Kozhikode,Modular Wardrobe,2025,5,True,False,Lost,Follow-up,467442
397,2025-05-18,Facebook,Renovation,Divya N,9352397814,Suma Hassan,Divya Developers,Architect Referral,9.923038953337834,76.22964498658104,Kochi,Modern Kitchen,2025,5,True,False,Won,Follow-up,378709
398,2025-05-21,Referral,Modular Kitchen,Suresh L,9406061383,Meera Joseph,Asif Constructions,Corporate,10.77248112493356,76.62539800358769,Palakkad,Traditional Living Room,2025,5,True,False,Follow-up,Won,2038022
399,2025-05-23,Referral,Commercial,Rahul S,9620419133,Manoj Hassan,Sabu Enterprises,Builder,9.600978063194345,76.47229434152676,Kottayam,False Ceiling,2025,5,True,False,Design Phase,Quotation Sent,48712
400,2025-05-25,Google Ads,Modular Kitchen,Rahul S,9714185144,Nisha Krishnan,Thomas Homes,Architect Referral,8.900759342864008,76.56802650516487,Kollam,Full Home Interior,2025,5,True,False,Follow-up,Negotiation,246502
401,2025-05-27,Google Ads,Commercial,Divya N,9253085957,Gopal Joseph,,Builder,11.840645783406423,75.41812838231769,Kannur,Traditional Living Room,2025,5,True,False,Won,Negotiation,321776
402,2025-05-29,Referral,Office Interiors,Suresh L,9634930637,Vijay Panicker,Abdul Associates,Individual,11.255973983751845,75.75463536951368,Kozhikode,Modular Wardrobe,2025,5,True,False,Negotiation,Won,72551
403,2025-06-01,Facebook,Residential,Ajith P,9112019231,Priya George,Arun Constructions,Builder,9.503447177620986,76.3551310709504,Alappuzha,Bedroom Design,2025,6,True,False,Lost,Negotiation,0
404,2025-06-03,Walk-in,Commercial,Rahul S,9305008482,Anoop Kurup,Rajan Developers,Small Business,11.881528693873138,75.40430996987996,Kannur,Traditional Living Room,2025,6,True,False,Quotation Sent,Won,336539
405,2025-06-05,Website,Office Interiors,Rahul S,9911297673,Vijay Patel,,Small Business,10.757710719291236,76.65986604592365,Palakkad,Full Home Interior,2025,6,True,True,Lost,Won,1641620
